id,name,state,city,latitude,longitude,roof_area_sqft,roof_over_100k,roof_area_score,roof_threshold_bonus,annual_rain_inches,annual_precip_score,annual_capture_gallons,annual_capture_score,cooling_degree_days,cooling_degree_days_score,water_cost,water_cost_score,state_policy_score,local_incentive_score,cooling_tower_score,cooling_confidence,building_type_score,facility_score,improvement_value_score,flood_score,water_stress_score,esg_score,leed_score,energy_star_score,opportunity_type,explanation,visual_notes,cooling_tower_distance_m,facility_distance_m,energy_star_distance_m,leed_distance_m,policy_notes,building_perimeter_ft,bbox_width_ft,bbox_height_ft,bbox_area_sqft,elongation_ratio,rectangularity_score,shape_compactness,perimeter_score,rectangular_roof_score,compact_roof_score,elongation_penalty_score,roof_geometry_quality_score,base_viability_score,confidence_multiplier,final_viability_score,global_rank,state_rank,building_name,short_address,zip_code
florida_c354081bd35e,Candidate florida_c354081bd35e,Florida,Clair-Mel City,27.906727,-82.383985,206259.89,True,0.0016,1,54.57,0.8812,7012240.17,0.0103,355,1.0,37,0.1569,0,0,0.1,0.3,0.0016,1.0,0.2742,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,792866.8375360337,122.3225816665,,,,1816.96,449.59,467.01,209963.03,1.0387,0.9824,0.7851,0.0119,0.9824,0.7851,0.9985,0.9166,0.409842,0.88,36.07,30,11,"Joanne Kearney Boulevard, Clair-Mel City","Joanne Kearney Boulevard, Clair-Mel City, Florida 33619",33619
florida_4955ff158b98,Candidate florida_4955ff158b98,Florida,Saint Petersburg,27.878405,-82.666907,130056.37,True,0.0005,1,54.57,0.8812,4421540.72,0.006,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2727,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,792648.4598065902,10.2919955401,,,,1443.99,345.13,377.64,130334.89,1.0942,0.9979,0.7838,0.0052,0.9979,0.7838,0.9964,0.9227,0.409893,0.88,36.07,31,12,"2456 118th Avenue North, Saint Petersburg","118th Avenue North, Saint Petersburg, Florida 33716",33716
florida_edf9f66453cc,Candidate florida_edf9f66453cc,Florida,Plant City,27.986698,-82.109413,275787.9,True,0.0027,1,54.57,0.8812,9375991.57,0.0143,355,1.0,37,0.1569,0,0,0.1,0.3,0.0027,1.0,0.2756,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,787779.2700299135,109.5429263816,,,,2129.83,452.14,615.83,278441.38,1.362,0.9905,0.764,0.0175,0.9905,0.764,0.9863,0.9104,0.409743,0.88,36.06,32,13,"2453 Police Center Drive, Plant City","Police Center Drive, Plant City, Florida 33566",33566
florida_a626aab8cdd0,Candidate florida_a626aab8cdd0,Florida,Tampa,27.960118,-82.515697,153288.49,True,0.0008,1,54.57,0.8812,5211365.66,0.0073,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,784281.6298722513,121.8460879201,,,,1566.2,398.82,389.5,155340.39,1.0239,0.9868,0.7853,0.0074,0.9868,0.7853,0.9991,0.9187,0.409614,0.88,36.05,33,14,"West Spruce Street, Tampa","West Spruce Street, Tampa, Florida 33607",33607
florida_57a2e74abd5f,Candidate florida_57a2e74abd5f,Florida,Saint Petersburg,27.863698,-82.648404,119635.14,True,0.0003,1,54.57,0.8812,4067249.01,0.0054,355,1.0,37,0.1569,0,0,0.1,0.3,0.0003,1.0,0.2725,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,794698.4346505644,119.1789867777,,,,1383.54,346.23,348.26,120578.06,1.0059,0.9922,0.7854,0.0041,0.9922,0.7854,0.9998,0.9213,0.409623,0.88,36.05,34,15,"11th Street North, Saint Petersburg","11th Street North, Saint Petersburg, Florida 33716",33716
florida_ddb157106ab6,Candidate florida_ddb157106ab6,Florida,Oak Ridge,28.46565,-81.411939,154594.43,True,0.0008,1,54.57,0.8812,5255763.84,0.0074,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,747241.0475466994,114.0751151845,,,,1564.51,462.01,339.84,157009.48,1.3595,0.9846,0.7937,0.0074,0.9846,0.7937,0.9864,0.9181,0.409554,0.88,36.04,35,16,Orlando Central Park,"Emperor Drive, Oak Ridge, Florida 38209",38209
florida_80eb39a42428,Candidate florida_80eb39a42428,Florida,Saint Petersburg,27.878582,-82.66493,103827.0,True,0.0001,1,54.57,0.8812,3529817.94,0.0045,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,792648.2117590167,145.1292768813,,,,1290.93,305.33,341.28,104203.02,1.1177,0.9964,0.7829,0.0024,0.9964,0.7829,0.9955,0.9215,0.409509,0.88,36.04,36,17,"2205 118th Avenue North, Saint Petersburg","118th Avenue North, Saint Petersburg, Florida 33716",33716
florida_a2d33a9bd77c,Candidate florida_a2d33a9bd77c,Florida,Miami,25.827815,-80.319021,265126.48,True,0.0025,1,54.57,0.8812,9013534.1,0.0137,355,1.0,37,0.1569,0,0,0.1,0.3,0.0025,1.0,0.2754,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,1098611.0275523022,184.188836201,,,,2048.83,515.33,537.62,277051.71,1.0433,0.957,0.7937,0.0161,0.957,0.7937,0.9984,0.9081,0.409365,0.88,36.02,37,18,"5900 Northwest 74th Avenue, Miami","Northwest 74th Avenue, Miami, Florida 33166",33166
florida_f9516fbcb3d6,Candidate florida_f9516fbcb3d6,Florida,Orlando,28.556259,-81.378589,127456.38,True,0.0004,1,54.57,0.8812,4333148.57,0.0058,355,1.0,37,0.1569,0,0,0.1,0.3,0.0004,1.0,0.2726,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,737382.8546338606,71.3964129818,,,,1429.4,375.08,344.29,129136.29,1.0894,0.987,0.7839,0.0049,0.987,0.7839,0.9966,0.9178,0.409266,0.88,36.02,38,19,"West Marks Street, Orlando","West Marks Street, Orlando, Florida 32801",32801
kentucky_ea42f550f34d,Candidate kentucky_ea42f550f34d,Kentucky,Georgetown,38.260482,-84.535989,12570433.31,True,0.1904,1,48.98,0.761,383580990.06,0.641,35,0.0986,33,0.1176,0,0,0.1,0.3,0.1904,1.0,0.4773,0.0,0.0,0.4,0.0872,0.0,Rainfall-Driven,"Strong candidate due to very large roof catchment area, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,125659.8770167056,181.5274027259,,,,18841.66,4167.18,4277.8,17826362.6,1.0265,0.7052,0.445,0.3187,0.7052,0.445,0.999,0.6729,0.40916,0.88,36.01,39,1,"Toyota Gate 2, Georgetown","Toyota Gate 2, Georgetown, Kentucky 40324",40324
florida_dd34090ae811,Candidate florida_dd34090ae811,Florida,Orlando,28.421484,-81.339608,728713.91,True,0.0096,1,54.57,0.8812,24774166.96,0.0401,355,1.0,37,0.1569,0,0,0.1,0.3,0.0096,1.0,0.2846,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,754967.6543749361,0.4401824981,,,,3612.76,626.72,1207.62,756839.61,1.9269,0.9628,0.7016,0.0443,0.9628,0.7016,0.9648,0.8718,0.409242,0.88,36.01,40,20,Orlando,"Orlando, Florida 32862",32862
florida_ad1876bcc68e,Candidate florida_ad1876bcc68e,Florida,Bay County,30.142496,-85.74867,150184.96,True,0.0008,1,54.57,0.8812,5105854.61,0.0071,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2731,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,565930.9446717738,108.5905233631,,,,1554.99,361.2,421.91,152393.89,1.1681,0.9855,0.7805,0.0072,0.9855,0.7805,0.9936,0.9154,0.409194,0.88,36.01,41,21,"Seabreeze Drive, Bay County","Seabreeze Drive, Bay County, Florida 32411",32411
florida_0c827e3316b1,Candidate florida_0c827e3316b1,Florida,East Lake,28.005718,-82.378245,106180.99,True,0.0001,1,54.57,0.8812,3609846.8,0.0046,355,1.0,37,0.1569,0,0,0.1,0.3,0.0001,1.0,0.2722,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,780605.4210535617,114.3699440145,,,,1303.54,332.35,323.48,107508.58,1.0274,0.9877,0.7853,0.0026,0.9877,0.7853,0.999,0.9191,0.409233,0.88,36.01,42,22,East Lake,"East Lake, Florida 33610",33610
florida_9261d0986e54,Candidate florida_9261d0986e54,Florida,Tampa,27.963168,-82.437358,179490.9,True,0.0012,1,54.57,0.8812,6102171.87,0.0088,355,1.0,37,0.1569,0,0,0.1,0.3,0.0012,1.0,0.2737,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,785012.5984410322,78.0205122739,,,,1713.65,373.62,484.62,181063.72,1.2971,0.9913,0.7681,0.01,0.9913,0.7681,0.9887,0.9127,0.409134,0.88,36.0,43,23,"North 20th Street, Tampa","North 20th Street, Tampa, Florida 33605",33605
florida_497bc8721229,Candidate florida_497bc8721229,Florida,Largo,27.887659,-82.726355,135217.3,True,0.0005,1,54.57,0.8812,4596997.42,0.0063,355,1.0,37,0.1569,0,0,0.1,0.3,0.0005,1.0,0.2728,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,790856.6879685583,148.0776406418,,,,1476.35,343.67,398.75,137038.41,1.1603,0.9867,0.7796,0.0058,0.9867,0.7796,0.9939,0.9157,0.409089,0.88,36.0,44,24,Wendover Art Group,"126th Avenue North, Largo, Florida 33773",33773
west_virginia_e15edcf03d22,Candidate west_virginia_e15edcf03d22,West Virginia,Berkeley County,39.501751,-77.954373,3479415.95,True,0.0516,1,45.3,0.6818,98195729.0,0.163,13,0.0366,123,1.0,0,0,0.1,0.3,0.0516,1.0,0.707,0.0,0.0,0.4,0.0134,0.0,Balanced Opportunity,"Strong candidate due to very large roof catchment area, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context, higher water-cost savings potential.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,196602.6083248466,8.414063663,,,,8490.93,2406.44,2520.47,6065359.83,1.0474,0.5737,0.6065,0.1322,0.5737,0.6065,0.9982,0.6701,0.409,0.88,35.99,45,9,"Auto Parts Place, Berkeley County","Auto Parts Place, Berkeley County, West Virginia 25404",25404
florida_993d3b7c9650,Candidate florida_993d3b7c9650,Florida,Taft,28.442063,-81.380167,303994.68,True,0.0031,1,54.57,0.8812,10334940.58,0.0159,355,1.0,37,0.1569,0,0,0.1,0.3,0.0031,1.0,0.2762,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,751135.6555120505,138.4059936566,,,,2275.05,430.23,709.01,305037.37,1.648,0.9966,0.7381,0.0202,0.9966,0.7381,0.9754,0.9019,0.408975,0.88,35.99,46,25,"Goodman Road, Taft","Goodman Road, Taft, Florida 32089",32089
florida_c1c165dea6cb,Candidate florida_c1c165dea6cb,Florida,South Highpoint,27.909941,-82.724231,251378.7,True,0.0023,1,54.57,0.8812,8546149.32,0.0129,355,1.0,37,0.1569,0,0,0.1,0.3,0.0023,1.0,0.2751,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,788083.5673409359,139.9511310042,,,,2043.44,611.02,416.19,254300.41,1.4681,0.9885,0.7565,0.016,0.9885,0.7565,0.9822,0.906,0.408987,0.88,35.99,47,26,"6378 150th Avenue North, South Highpoint","150th Avenue North, South Highpoint, Florida 33760",33760
florida_1861dc857650,Candidate florida_1861dc857650,Florida,Sky Lake,28.452653,-81.405857,194423.93,True,0.0014,1,54.57,0.8812,6609851.73,0.0096,355,1.0,37,0.1569,0,0,0.1,0.3,0.0014,1.0,0.274,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,749012.8209700233,140.2995787543,,,,1766.77,473.33,422.46,199962.99,1.1204,0.9723,0.7827,0.011,0.9723,0.7827,0.9954,0.9106,0.409008,0.88,35.99,48,27,ProLogis Orlando Corporate Center,"Southland Boulevard, Sky Lake, Florida 38209",38209
florida_1be405955061,Candidate florida_1be405955061,Florida,Jacksonville,30.481718,-81.6574,168698.29,True,0.001,1,54.57,0.8812,5735254.32,0.0082,355,1.0,37,0.1569,0,0,0.1,0.3,0.001,1.0,0.2735,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,495171.5003978508,128.9430965041,,,,1655.24,466.75,366.58,171101.22,1.2733,0.986,0.7737,0.009,0.986,0.7737,0.9896,0.9124,0.408996,0.88,35.99,49,28,"Tradeport Circle East, Jacksonville","Tradeport Circle East, Jacksonville, Florida 32218",32218
florida_6bcb32561210,Candidate florida_6bcb32561210,Florida,Jacksonville,30.426661,-81.628706,137142.52,True,0.0006,1,54.57,0.8812,4662449.34,0.0064,355,1.0,37,0.1569,0,0,0.1,0.3,0.0006,1.0,0.2728,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,502963.3624373928,138.5297153313,,,,1492.76,328.7,420.59,138247.93,1.2796,0.992,0.7734,0.0061,0.992,0.7734,0.9894,0.915,0.409032,0.88,35.99,50,29,"729 Whittaker Road, Jacksonville","Whittaker Road, Jacksonville, Florida 32218",32218
florida_c8e43485d944,Candidate florida_c8e43485d944,Florida,Jacksonville,30.375541,-81.822358,656609.73,True,0.0085,1,54.57,0.8812,22322833.22,0.036,355,1.0,37,0.1569,0,0,0.1,0.3,0.0085,1.0,0.2832,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,501216.0724831834,129.9557340415,,,,3480.51,1189.89,558.8,664910.53,2.1294,0.9875,0.6811,0.0419,0.9875,0.6811,0.9572,0.8742,0.408873,0.88,35.98,51,30,"9950 Pritchard Road, Jacksonville","Pritchard Road, Jacksonville, Florida 32220",32220
florida_9599b3b5ffae,Candidate florida_9599b3b5ffae,Florida,Jacksonville,30.423762,-81.632383,635136.32,True,0.0082,1,54.57,0.8812,21592799.34,0.0347,355,1.0,37,0.1569,0,0,0.1,0.3,0.0082,1.0,0.2828,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,503150.5366131174,170.0501684846,,,,3408.72,557.33,1157.12,644897.69,2.0762,0.9849,0.6869,0.0406,0.9849,0.6869,0.9592,0.8755,0.408828,0.88,35.98,52,31,"Canada Drive, Jacksonville","Canada Drive, Jacksonville, Florida 32218",32218
florida_67eeb5fc1ecc,Candidate florida_67eeb5fc1ecc,Florida,Hillsborough County,27.904812,-82.394427,495119.88,True,0.006,1,54.57,0.8812,16832645.02,0.0268,355,1.0,37,0.1569,0,0,0.1,0.3,0.006,1.0,0.28,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to very large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Very large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,792944.7836733436,119.0863544763,,,,2957.33,517.88,969.13,501893.04,1.8713,0.9865,0.7114,0.0324,0.9865,0.7114,0.9669,0.8863,0.408846,0.88,35.98,53,32,"Madison Industrial Lane, Hillsborough County","Madison Industrial Lane, Hillsborough County, Florida 33619",33619
florida_300652607671,Candidate florida_300652607671,Florida,Lakeland,28.052248,-81.941512,155647.94,True,0.0008,1,54.57,0.8812,5291580.14,0.0074,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2732,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,783242.7156505751,87.3798405638,,,,1600.71,338.93,461.43,156392.47,1.3614,0.9952,0.7634,0.008,0.9952,0.7634,0.9863,0.9123,0.408858,0.88,35.98,54,33,"Evelyn Avenue, Lakeland","Evelyn Avenue, Lakeland, Florida 33801",33801
florida_61682fd3fd1f,Candidate florida_61682fd3fd1f,Florida,Jacksonville,30.377773,-81.797205,150474.92,True,0.0008,1,54.57,0.8812,5115712.41,0.0071,355,1.0,37,0.1569,0,0,0.1,0.3,0.0008,1.0,0.2731,0.0,0.0,0.4,0.9396,0.0,Cooling-Demand-Driven,"Strong candidate due to large roof catchment area, strong roof geometry for water collection, strong rainfall potential, very high annual capture potential, strong industrial or regulated facility context.",Large roof catchment area; Near industrial or regulated facility context; Near sustainability-certified building context,501919.0266352262,140.0690264969,,,,1558.93,355.73,430.54,153155.99,1.2103,0.9825,0.7781,0.0072,0.9825,0.7781,0.992,0.9129,0.408894,0.88,35.98,55,34,"8701 Jesse B Smith Court, Jacksonville","Jesse B Smith Court, Jacksonville, Florida 32219",32219
